"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2011",7.58,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2009",9.42,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2008",8.27,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2007",9.28,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2006",9.69,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2005",10.55,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2004",10.07,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2003",11.17,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2002",10.64,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","SDG indicator 8.5.2 - Unemployment rate (%)","HS - National Household Sample Survey","Sex: Total","Age (Youth, adults): 15+","2001",10.65,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2006",17.78,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2003",23.8,,"Nonstandard age group: Including ages 12-14",,
"Botswana","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Core Welfare Indicators Survey, Poverty","Sex: Total","Age (Youth, adults): 15+","2010",17.86,,,,
"Botswana","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Core Welfare Indicators Survey, Poverty","Sex: Total","Age (Youth, adults): 15+","2009",16.17,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Multi-Topic Household Survey","Sex: Total","Age (Youth, adults): 15+","2022",23.62,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Multi-Topic Household Survey","Sex: Total","Age (Youth, adults): 15+","2021",23.11,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Multi-Topic Household Survey","Sex: Total","Age (Youth, adults): 15+","2020",21.02,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Multi-Topic Household Survey","Sex: Total","Age (Youth, adults): 15+","2019",20.09,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","SDG indicator 8.5.2 - Unemployment rate (%)","PC - Population Census","Sex: Total","Age (Youth, adults): 15+","2001",18.54,,,,"Data reference period: August | Age coverage - minimum age: 12 years old"
"China","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Survey","Sex: Total","Age (Youth, adults): 15+","2021",5.11,,,,"Geographical coverage: Urban areas only"
"China","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Survey","Sex: Total","Age (Youth, adults): 15+","2020",5.61,,,,"Geographical coverage: Urban areas only"
"China","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Survey","Sex: Total","Age (Youth, adults): 15+","2019",5.15,,,,"Geographical coverage: Urban areas only"
"China","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Survey","Sex: Total","Age (Youth, adults): 15+","2018",4.93,,,,"Geographical coverage: Urban areas only"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2022",10.55,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2021",13.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2020",15.98,,,,"Repository: OECD"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2019",10.28,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2018",9.36,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2017",9.09,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2016",8.92,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2015",8.57,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2014",8.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2013",9.25,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2012",9.96,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2011",10.29,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2010",11.15,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2009",12.07,,,,"Repository: OECD"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2008",11.27,,,,"Repository: OECD"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2007",11.2,,,,"Repository: OECD"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous Household Survey","Sex: Total","Age (Youth, adults): 15+","2005",11.06,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous Household Survey","Sex: Total","Age (Youth, adults): 15+","2004",13.72,,,,"Repository: OECD"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous Household Survey","Sex: Total","Age (Youth, adults): 15+","2003",13.22,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous Household Survey","Sex: Total","Age (Youth, adults): 15+","2002",14.48,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Continuous Household Survey","Sex: Total","Age (Youth, adults): 15+","2001",15.04,,,,"Repository: OECD"
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2018",1.7,,"Nonstandard age group: Excluding ages 15-16",,
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2017",1.7,,"Nonstandard age group: Excluding ages 15-16",,
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2016",2,,"Nonstandard age group: Excluding ages 15-16",,
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2015",2.4,,"Nonstandard age group: Excluding ages 15-16",,
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2014",2.7,,"Nonstandard age group: Excluding ages 15-16",,
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2013",3.29,,,,"Age coverage - minimum age: 17 years old"
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2011",3.18,,,,"Age coverage - minimum age: 17 years old"
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2010",2.5,,"Nonstandard age group: Excluding ages 15-16",,"Geographical coverage: Nonstandard geographical coverage"
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2009",1.67,,"Nonstandard age group: Excluding ages 15-16",,"Geographical coverage: Nonstandard geographical coverage"
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2008",1.58,,"Nonstandard age group: Excluding ages 15-16",,"Age coverage - minimum age: 17 years old"
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2007",1.79,,"Nonstandard age group: Excluding ages 15-16",,"Age coverage - minimum age: 17 years old"
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2006",1.91,,"Nonstandard age group: Excluding ages 15-16",,"Age coverage - minimum age: 17 years old"
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2005",1.95,,"Nonstandard age group: Excluding ages 15-16",,"Age coverage - minimum age: 17 years old"
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2004",1.85,,"Nonstandard age group: Excluding ages 15-16",,"Age coverage - minimum age: 17 years old"
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2003",2.33,,,,"Age coverage - minimum age: 17 years old"
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2002",3.31,,,,"Age coverage - minimum age: 17 years old"
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2001",4.08,,,,"Age coverage - minimum age: 17 years old"
"Cuba","SDG indicator 8.5.2 - Unemployment rate (%)","PC - Population Census","Sex: Total","Age (Youth, adults): 15+","2012",3.46,,,,"Age coverage - minimum age: 17 years old | Age coverage - maximum age: 61 years old"
"Dominica","SDG indicator 8.5.2 - Unemployment rate (%)","PC - Population Census","Sex: Total","Age (Youth, adults): 15+","2001",10.96,,,,"Data reference period: May"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2022",5.5,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2021",7.7,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2020",6.13,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2019",6.18,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2018",5.86,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2017",5.83,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2016",7.28,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Continuous National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2015",7.61,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2014",6.72,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2013",7.35,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2012",6.72,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2011",6.09,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2010",5.21,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2009",5.47,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2008",4.76,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2007",5.16,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2006",5.65,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2005",6.59,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2004",6.3,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2003",6.94,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2001",7.26,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Dominican Republic","SDG indicator 8.5.2 - Unemployment rate (%)","PC - Population Census","Sex: Total","Age (Youth, adults): 15+","2002",13.79,,,,"Data reference period: March | Age coverage - minimum age: 10 years old"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2022",3.76,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2021",4.55,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2020",6.13,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2019",3.81,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2018",3.53,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2017",3.84,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2016",4.6,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2015",3.62,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2014",3.48,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2013",3.08,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2012",3.23,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2011",3.46,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2010",4.09,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2009",4.61,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2008",3.92,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2007",3.14,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2006",3.55,"Break in series",,"Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2005",3.78,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2004",5,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2003",5.66,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Ecuador","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Survey on Employment, Unemployment and Underemployment","Sex: Total","Age (Youth, adults): 15+","2001",4.25,,,"Unemployment definition: Two criteria (not in employment and seeking)","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Employment, Unemployment Survey","Sex: Total","Age (Youth, adults): 15+","2016",4.32,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Fiji","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Employment, Unemployment Survey","Sex: Total","Age (Youth, adults): 15+","2014",6.17,,,,
"Fiji","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Employment, Unemployment Survey","Sex: Total","Age (Youth, adults): 15+","2012",9,,,,
"Fiji","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Employment, Unemployment Survey","Sex: Total","Age (Youth, adults): 15+","2011",4.41,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Fiji","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Employment, Unemployment Survey","Sex: Total","Age (Youth, adults): 15+","2010",8.91,,,,
"Fiji","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Employment, Unemployment Survey","Sex: Total","Age (Youth, adults): 15+","2009",8.72,,,,
"Fiji","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Employment, Unemployment Survey","Sex: Total","Age (Youth, adults): 15+","2008",8.94,,,,
"Fiji","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Employment, Unemployment Survey","Sex: Total","Age (Youth, adults): 15+","2005",3.89,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Fiji","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Employment, Unemployment Survey","Sex: Total","Age (Youth, adults): 15+","2004",4.7,,,,
"Fiji","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Employment, Unemployment Survey","Sex: Total","Age (Youth, adults): 15+","2003",8.22,,,,"Age coverage - maximum age: Less than or equal to 60 years old"
"Gabon","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment and Unemployment Survey","Sex: Total","Age (Youth, adults): 15+","2010",20.39,,,,
"Gabon","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - National Employment and Unemployment Survey","Sex: Total","Age (Youth, adults): 15+","2005",16.91,,,,
"Georgia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2020",11.73,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2019",11.57,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2018",12.67,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 8.5.2 - Unemployment rate (%)","LFS - Labour Force Survey","Sex: Total","Age (Youth, adults): 15+","2017",13.94,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2016",16.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2015",16.51,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2014",17.44,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Georgia","SDG indicator 8.5.2 - Unemployment rate (%)","HS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2013",19.42,,,,"Repository: ILO-STATISTICS - Micro data processing"
